"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2010","2010",,,"0","Units",,,42.6174186896792,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2011","2011",,,"0","Units",,,42.3656780332094,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2012","2012",,,"0","Units",,,42.8336238027707,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2013","2013",,,"0","Units",,,43.5930551749303,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2014","2014",,,"0","Units",,,43.5895526833045,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2015","2015",,,"0","Units",,,42.5873323207847,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2016","2016",,,"0","Units",,,43.6011390058687,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2017","2017",,,"0","Units",,,43.6531526283418,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2018","2018",,,"0","Units",,,43.5881137772128,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2000","2000",,,"0","Units",,,22.8848225801813,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2001","2001",,,"0","Units",,,23.0671057792276,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2002","2002",,,"0","Units",,,23.9639060775796,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2003","2003",,,"0","Units",,,24.8649597316745,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2004","2004",,,"0","Units",,,24.7131040684998,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2005","2005",,,"0","Units",,,24.2984444972889,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2006","2006",,,"0","Units",,,25.2053730587499,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2007","2007",,,"0","Units",,,24.8563399389505,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2008","2008",,,"0","Units",,,24.9943603039564,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2009","2009",,,"0","Units",,,27.7660592597809,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2010","2010",,,"0","Units",,,28.5217002223137,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2011","2011",,,"0","Units",,,28.5351628869594,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2012","2012",,,"0","Units",,,28.9857358576097,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2013","2013",,,"0","Units",,,29.0786917662307,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2014","2014",,,"0","Units",,,28.913574364167,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2015","2015",,,"0","Units",,,28.2324262907097,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2016","2016",,,"0","Units",,,27.7847973492843,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2017","2017",,,"0","Units",,,27.2013937622096,,
"NLD","Netherlands","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2018","2018",,,"0","Units",,,26.7268186745112,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2000","2000",,,"0","Units",,,7.09015568342968,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2001","2001",,,"0","Units",,,6.77200387647573,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2002","2002",,,"0","Units",,,6.40822769023241,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2003","2003",,,"0","Units",,,6.2110723269827,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2004","2004",,,"0","Units",,,6.06231791507805,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2005","2005",,,"0","Units",,,5.94972072109686,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2006","2006",,,"0","Units",,,5.80826829710579,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2007","2007",,,"0","Units",,,5.5243309591873,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2008","2008",,,"0","Units",,,5.72390520366256,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2009","2009",,,"0","Units",,,5.55004305088326,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2010","2010",,,"0","Units",,,5.71898364641333,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2011","2011",,,"0","Units",,,5.35980896704743,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2012","2012",,,"0","Units",,,5.26076396014494,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2013","2013",,,"0","Units",,,5.18742155124511,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2014","2014",,,"0","Units",,,5.21934004407648,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2015","2015",,,"0","Units",,,5.04805741382709,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2016","2016",,,"0","Units",,,4.60515263215108,,
"NLD","Netherlands","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2017","2017",,,"0","Units",,,4.25146244780843,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2000","2000",,,"0","Units",,,1.46170302672304,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2001","2001",,,"0","Units",,,1.48480641486176,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2002","2002",,,"0","Units",,,1.42575782670208,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2003","2003",,,"0","Units",,,1.41377898246914,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2004","2004",,,"0","Units",,,1.372225979905,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2005","2005",,,"0","Units",,,1.21804448494508,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2006","2006",,,"0","Units",,,1.27004547118619,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2007","2007",,,"0","Units",,,1.27250997302841,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2008","2008",,,"0","Units",,,1.24938581392402,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2009","2009",,,"0","Units",,,1.36498506822525,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2010","2010",,,"0","Units",,,1.27130245139529,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2011","2011",,,"0","Units",,,1.24669605556316,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2012","2012",,,"0","Units",,,1.14477629769391,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2013","2013",,,"0","Units",,,1.13602124570188,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2014","2014",,,"0","Units",,,1.08523437965334,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2015","2015",,,"0","Units",,,1.11708849752467,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2016","2016",,,"0","Units",,,1.13152355446631,,
"NLD","Netherlands","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2017","2017",,,"0","Units",,,1.14584377616352,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2000","2000",,,"0","Units",,,1.48493275546618,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2001","2001",,,"0","Units",,,1.57175734258043,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2002","2002",,,"0","Units",,,1.66760785972698,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2003","2003",,,"0","Units",,,1.75055088629317,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2004","2004",,,"0","Units",,,1.74990458844557,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2005","2005",,,"0","Units",,,1.72395953405714,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2006","2006",,,"0","Units",,,1.76615698336829,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2007","2007",,,"0","Units",,,1.81501041717137,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2008","2008",,,"0","Units",,,1.83282395804684,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2009","2009",,,"0","Units",,,2.0102681957999,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2010","2010",,,"0","Units",,,1.94465782314096,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2011","2011",,,"0","Units",,,1.90002752326023,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2012","2012",,,"0","Units",,,1.92184585414861,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2013","2013",,,"0","Units",,,1.96347108013621,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2014","2014",,,"0","Units",,,1.86848531776759,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2015","2015",,,"0","Units",,,1.90620978307498,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2016","2016",,,"0","Units",,,1.90347249967177,,
"NLD","Netherlands","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2017","2017",,,"0","Units",,,1.85979467476624,,
"NLD","Netherlands","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2000","2000",,,"0","Units",,,4.71519246383352,,
